stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,level_id
188,,Munirka,,28.55689064916408,77.17507802397655,,,0,,,0,,
189,,Vasant Vihar,,28.55780944585445,77.16113034955782,,,0,,,0,,
190,,Shankar Vihar,,28.560787,77.140442,,,0,,,0,,
191,,Terminal 1- IGI Airport,,28.56484857594992,77.12268531389608,,,0,,,0,,
192,,Sadar Bazar Contonment,,28.577108,77.111305,,,0,,,0,,
193,,Palam,,28.589067,77.082954,,,0,,,0,,
194,,Dashrath Puri,,28.601817477449053,77.08236306962384,,,0,,,0,,
195,,Dabri Mor - Janakpuri South,,28.615715137401214,77.08519130133762,,,0,,,0,,
196,,Mundka Industrial Area (M.I.A),,28.683472240120317,77.01712425112844,,,0,,,0,,
197,,Ghevra Metro station,,28.685237020856466,76.99616444639987,,,0,,,0,,
198,,Tikri Kalan,,28.686899,76.977249,,,0,,,0,,
199,,Tikri Border,,28.687876,76.963783,,,0,,,0,,
200,,Pandit Shree Ram Sharma,,28.689213,76.951088,,,0,,,0,,
201,,Bahadurgarh City,,28.690784,76.935265,,,0,,,0,,
202,,Brigadier Hoshiyar Singh,,28.697428,76.919128,,,0,,,0,,
203,,Sir Vishweshwaraiah Moti Bagh,,28.578529,77.175713,,,0,,,0,,
204,,Bhikaji Cama Place,,28.570208,77.187866,,,0,,,0,,
205,,Sarojini Nagar,,28.570208,77.187866,,,0,,,0,,
206,,South Extension,,28.568570549504507,77.22058637152446,,,0,,,0,,
207,,Trilokpuri Sanjay Lake,,28.613506,77.308678,,,0,,,0,,
208,,East Vinod Nagar - Mayur Vihar-II,,28.620052,77.305588,,,0,,,0,,
209,,Mandawali - West Vinod Nagar,,28.624861,77.304146,,,0,,,0,,
210,,IP Extension,,28.631599,77.310898,,,0,,,0,,
211,,Karkarduma Court,,28.653631179650404,77.29576121485367,,,0,,,0,,
212,,Krishna Nagar,,28.65782,77.290306,,,0,,,0,,
213,,East Azad Nagar,,28.665043,77.284599,,,0,,,0,,
214,,Jafrabad,,28.68270043333112,77.27479769607852,,,0,,,0,,
215,,Maujpur - Babarpur,,28.692065265597048,77.27971100404427,,,0,,,0,,
216,,Gokulpuri,,28.702417371569712,77.28613821652284,,,0,,,0,,
217,,Johri Enclave,,28.712871959173818,77.29014085502253,,,0,,,0,,
218,,Shiv Vihar,,28.7213778913623,77.28947398259017,,,0,,,0,,
219,,Sant Surdas (Sihi),,28.354666,77.316261,,,0,,,0,,
220,,Raja Nahar Singh,,28.339991270803807,77.31645029493983,,,0,,,0,,
221,,Vinobapuri,,28.565870953951283,77.24930055106176,,,0,,,0,,
222,,Ashram,,28.5724290134831,77.25857491874663,,,0,,,0,,
223,,Sarai Kale Khan - Nizamuddin,,28.58875171828189,77.25727089248282,,,0,,,0,,
224,,Mayur Vihar Pocket 1,,28.605896073177547,77.29869219568954,,,0,,,0,,
225,,Shaheed Sthal (New Bus Adda),,28.67064727358873,77.41546186007561,,,0,,,0,,
226,,Hindon River,,28.673508,77.40654,,,0,,,0,,
227,,Arthala,,28.67699641657572,77.39189079891585,,,0,,,0,,
228,,Mohan Nagar,,28.67856,77.384209,,,0,,,0,,
229,,Shyam Park,,28.678217,77.370911,,,0,,,0,,
230,,Major Mohit Sharma Rajender Nagar,,28.677598835656028,77.35811601104905,,,0,,,0,,
231,,Raj Bagh,,28.677122,77.346466,,,0,,,0,,
232,,Shaheed Nagar,,28.676615,77.333809,,,0,,,0,,
233,,Noida Sec-34,,28.580229,77.363518,,,0,,,0,,
234,,Noida Sec-52,,28.586849,77.372749,,,0,,,0,,
235,,Noida Sec-61,,28.597677,77.372368,,,0,,,0,,
236,,Noida Sec-59,,28.6065177389905,77.37268652960307,,,0,,,0,,
237,,Noida Sec-62,,28.616991,77.373611,,,0,,,0,,
238,,Noida Electronic City,,28.628685,77.375229,,,0,,,0,,
239,,Nangli,,28.61722,77.010345,,,0,,,0,,
240,,Najafgarh,,28.612428090049605,76.9865182376769,,,0,,,0,,
241,,Dhansa Bus Stand,,28.611914773941457,76.97854579774383,,,0,,,0,,
500,,Noida Sector 51,,28.585718195119057,77.37525803686594,,,0,,,0,,
501,,Noida Sector 50,,28.574547,77.378357,,,0,,,0,,
502,,Noida Sector 76,,28.565445,77.37973,,,0,,,0,,
503,,Noida Sector 101,,28.556065,77.385056,,,0,,,0,,
504,,Noida Sector 81,,28.549259,77.390099,,,0,,,0,,
505,,NSEZ,,28.532248,77.394951,,,0,,,0,,
506,,Noida Sector 83,,28.522284,77.396477,,,0,,,0,,
507,,Noida Sector 137,,28.510817,77.403625,,,0,,,0,,
508,,Noida Sector 142,,28.498999,77.412567,,,0,,,0,,
509,,Noida Sector 143,,28.494246,77.422318,,,0,,,0,,
510,,Noida Sector 144,,28.486376,77.432968,,,0,,,0,,
511,,Noida Sector 145,,28.47913,77.442307,,,0,,,0,,
512,,Noida Sector 146,,28.468822,77.455101,,,0,,,0,,
513,,Noida Sector 147,,28.4594,77.465965,,,0,,,0,,
514,,Noida Sector 148,,28.448021,77.476692,,,0,,,0,,
515,,Knowledge Park,,28.456865,77.500298,,,0,,,0,,
516,,Pari Chowk,,28.463331,77.508308,,,0,,,0,,
517,,Alpha 1,,28.470879,77.512718,,,0,,,0,,
518,,Delta 1,,28.478374,77.525581,,,0,,,0,,
519,,GNIDA Office,,28.484531,77.536621,,,0,,,0,,
520,,Depot Station,,28.488651,77.544075,,,0,,,0,,
